GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,38,0,0,0,3,0,2,0,2
Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,23,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,97,0,0,0,8,0,2,0,2
Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialsUtils.new PolynomialsUtils.RecurrenceCoefficientsGenerator() {...},0,32,0,0,0,3,0,2,0,2
Commons Math,org.apache.commons.math3.analysis.polynomials,PolynomialFunction.Parametric,0,31,0,2,0,8,0,4,0,3
Commons Math,org.apache.commons.math3.fraction,BigFractionFormat,33,209,2,19,8,54,7,18,5,9
Commons Math,org.apache.commons.math3.fraction,FractionField,0,10,0,0,0,5,0,5,0,5
Commons Math,org.apache.commons.math3.fraction,FractionField.LazyHolder,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math3.fraction,FractionConversionException,0,37,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.fraction,BigFractionField,0,10,0,0,0,5,0,5,0,5
Commons Math,org.apache.commons.math3.fraction,FractionFormat,25,172,1,12,8,43,7,14,6,8
Commons Math,org.apache.commons.math3.fraction,ProperBigFractionFormat,29,199,4,23,9,58,5,16,1,6
Commons Math,org.apache.commons.math3.fraction,BigFraction,74,1102,9,89,14,227,10,94,3,52
Commons Math,org.apache.commons.math3.fraction,AbstractFormat,21,102,3,9,5,33,5,14,2,11
Commons Math,org.apache.commons.math3.fraction,ProperFractionFormat,31,191,4,15,9,54,5,12,1,6
Commons Math,org.apache.commons.math3.fraction,BigFractionField.LazyHolder,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math3.fraction,Fraction,26,890,7,87,5,177,7,72,0,32
Commons Math,org.apache.commons.math3.genetics,OrderedCrossover,0,171,0,14,0,37,0,10,0,3
Commons Math,org.apache.commons.math3.genetics,ChromosomePair,15,15,0,0,1,6,1,3,1,3
Commons Math,org.apache.commons.math3.genetics,FixedElapsedTime,14,35,1,5,3,8,2,4,1,2
Commons Math,org.apache.commons.math3.genetics,InvalidRepresentationException,0,5,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math3.genetics,RandomKey,32,305,3,29,4,63,4,24,1,11
Commons Math,org.apache.commons.math3.genetics,TournamentSelection,26,62,1,3,5,13,3,4,2,3
Commons Math,org.apache.commons.math3.genetics,BinaryMutation,7,41,1,3,1,8,1,3,0,2
Commons Math,org.apache.commons.math3.genetics,BinaryChromosome,2,96,1,15,1,22,1,12,0,5
Commons Math,org.apache.commons.math3.genetics,Chromosome,2,56,1,7,1,15,2,8,1,5
Commons Math,org.apache.commons.math3.genetics,RandomKeyMutation,13,33,1,1,2,8,1,2,0,2
Commons Math,org.apache.commons.math3.genetics,ElitisticListPopulation,0,87,0,6,0,20,0,8,0,5
Commons Math,org.apache.commons.math3.genetics,OnePointCrossover,14,97,3,7,2,18,3,5,0,3
Commons Math,org.apache.commons.math3.genetics,TournamentSelection.new ListPopulation() {...},2,7,0,0,1,1,1,1,1,1
Commons Math,org.apache.commons.math3.genetics,CycleCrossover,6,194,1,21,2,42,2,14,1,4
Commons Math,org.apache.commons.math3.genetics,ListPopulation,36,178,5,17,9,41,4,20,1,12
Commons Math,org.apache.commons.math3.genetics,NPointCrossover,9,162,1,15,2,35,2,10,1,3
Commons Math,org.apache.commons.math3.genetics,FixedGenerationCount,12,26,1,3,2,9,2,3,1,2
Commons Math,org.apache.commons.math3.genetics,AbstractListChromosome,0,41,0,0,0,9,0,5,0,5
Commons Math,org.apache.commons.math3.genetics,GeneticAlgorithm,25,149,6,12,6,39,7,14,1,11
Commons Math,org.apache.commons.math3.genetics,UniformCrossover,3,127,0,14,1,24,1,10,1,3
Commons Math,org.apache.commons.math3.stat,Frequency,32,477,9,39,11,124,8,49,1,32
Commons Math,org.apache.commons.math3.stat,Frequency.NaturalComparator,0,4,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math3.stat,StatUtils,20,343,1,15,3,65,3,36,2,29
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.TranslationTransform,0,59,0,2,0,15,0,5,0,4
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SphericalCoordinates.DataTransferObject,0,25,0,0,0,6,0,2,0,2
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,RotationOrder,0,124,0,0,0,22,0,6,0,6
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,FieldRotation,0,5436,3,105,0,431,3,88,0,37
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor,190,0,14,0,34,0,10,0,3,0
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Vector3DFormat,15,93,1,3,4,19,2,9,1,8
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.FacetsContributionVisitor,17,86,4,4,4,22,4,5,0,5
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Line,13,254,4,12,3,43,5,20,1,16
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SubLine,0,141,0,12,0,25,0,12,0,6
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Rotation,0,3182,3,105,0,365,3,76,0,25
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Segment,0,21,0,0,0,8,0,4,0,4
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.RotationTransform,0,124,0,2,0,23,0,5,0,4
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet,143,178,27,1,40,25,17,9,3,9
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SubPlane,0,237,2,16,0,48,2,11,0,4
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Vector3D,0,980,0,46,0,141,0,70,0,47
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D,0,8,0,0,0,4,0,4,0,4
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,NotARotationMatrixException,0,5,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Plane,82,534,3,19,19,85,7,33,4,25
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,CardanEulerSingularityException,0,10,0,2,0,2,0,2,0,1
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor.BoundaryProjector,317,0,34,0,62,0,23,0,6,0
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,SphericalCoordinates,0,1484,2,2,0,117,2,11,0,11
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,FieldVector3D,0,2047,0,72,0,259,0,118,0,82
Commons Math,org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D.LazyHolder,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math3.primes,SmallPrimes,12,2255,4,30,4,53,4,18,0,5
Commons Math,org.apache.commons.math3.primes,Primes,0,123,0,26,0,29,0,16,0,3
Commons Math,org.apache.commons.math3.primes,PollardRho,219,0,22,0,60,0,14,0,3,0
Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.Node,0,737,2,108,0,196,2,72,0,15
Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.Skew,0,34,0,0,0,4,0,1,0,1
Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,AVLTree,12,145,6,30,2,40,6,21,0,9
Commons Math,org.apache.commons.math3.geometry.partitioning.utilities,OrderedTuple,131,462,30,64,29,96,25,34,3,9
Commons Math,org.apache.commons.math3.exception,OutOfRangeException,0,34,0,0,0,8,0,4,0,4
Commons Math,org.apache.commons.math3.exception,DimensionMismatchException,0,25,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math3.exception,MaxCountExceededException,0,30,0,0,0,7,0,3,0,3
Commons Math,org.apache.commons.math3.exception,NoBracketingException,12,52,0,0,4,8,4,2,4,2
Commons Math,org.apache.commons.math3.exception,MathUnsupportedOperationException,11,20,0,0,3,6,3,2,3,2
Commons Math,org.apache.commons.math3.exception,MathArithmeticException,7,33,0,0,2,9,2,3,2,3
Commons Math,org.apache.commons.math3.exception,NotStrictlyPositiveException,0,15,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.exception,MathParseException,18,23,0,0,4,4,1,1,1,1
Commons Math,org.apache.commons.math3.exception,MathRuntimeException,25,0,0,0,7,0,4,0,4,0
Commons Math,org.apache.commons.math3.exception,NullArgumentException,0,11,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.exception,NotPositiveException,0,15,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.exception,TooManyEvaluationsException,0,10,0,0,0,3,0,1,0,1
Commons Math,org.apache.commons.math3.exception,ZeroException,0,13,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.exception,NumberIsTooLargeException,0,34,0,2,0,10,0,5,0,4
Commons Math,org.apache.commons.math3.exception,MultiDimensionMismatchException,16,36,0,0,4,6,3,3,3,3
Commons Math,org.apache.commons.math3.exception,MathIllegalArgumentException,4,21,0,0,1,6,1,3,1,3
Commons Math,org.apache.commons.math3.exception,NonMonotonicSequenceException,0,68,0,6,0,19,0,9,0,6
Commons Math,org.apache.commons.math3.exception,NoDataException,0,10,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.exception,TooManyIterationsException,10,0,0,0,3,0,1,0,1,0
Commons Math,org.apache.commons.math3.exception,ConvergenceException,0,14,0,0,0,5,0,2,0,2
Commons Math,org.apache.commons.math3.exception,NotFiniteNumberException,0,12,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.exception,MathInternalError,29,0,0,0,7,0,3,0,3,0
Commons Math,org.apache.commons.math3.exception,MathIllegalStateException,19,27,0,0,5,8,2,4,2,4
Commons Math,org.apache.commons.math3.exception,NumberIsTooSmallException,0,34,0,2,0,10,0,5,0,4
Commons Math,org.apache.commons.math3.exception,NotANumberException,0,8,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math3.exception,MathIllegalNumberException,0,20,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.vector.jacobian,LevenbergMarquardtOptimizer,80,2081,19,187,14,363,18,97,0,12
Commons Math,org.apache.commons.math3.optim.nonlinear.vector.jacobian,AbstractLeastSquaresOptimizer,8,200,2,12,2,41,2,18,0,13
Commons Math,org.apache.commons.math3.optim.nonlinear.vector.jacobian,GaussNewtonOptimizer,8,249,3,23,2,59,3,14,0,4
Commons Math,org.apache.commons.math3.distribution.fitting,MultivariateNormalMixtureExpectationMaximization.DataRow,21,47,4,2,6,9,4,4,2,3
Commons Math,org.apache.commons.math3.distribution.fitting,MultivariateNormalMixtureExpectationMaximization,26,633,3,51,3,108,3,30,0,6
Commons Math,org.apache.commons.math3.complex,ComplexField.LazyHolder,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math3.complex,Complex,44,1116,14,156,10,215,16,114,3,42
Commons Math,org.apache.commons.math3.complex,ComplexField,2,8,0,0,1,4,1,4,1,4
Commons Math,org.apache.commons.math3.complex,Quaternion,52,619,6,26,6,97,6,40,1,29
Commons Math,org.apache.commons.math3.complex,ComplexUtils,0,52,0,4,0,8,0,4,0,2
Commons Math,org.apache.commons.math3.complex,ComplexFormat,139,291,17,21,35,76,18,22,5,15
Commons Math,org.apache.commons.math3.complex,RootsOfUnity,32,204,5,19,9,40,5,13,0,6
Commons Math,org.apache.commons.math3.random,UncorrelatedRandomVectorGenerator,8,70,1,3,1,16,1,4,0,3
Commons Math,org.apache.commons.math3.random,BitsStreamGenerator,42,227,4,14,7,48,3,17,1,10
Commons Math,org.apache.commons.math3.random,ValueServer,32,352,2,23,7,78,3,38,1,25
Commons Math,org.apache.commons.math3.random,UniformRandomGenerator,0,20,0,0,0,5,0,3,0,3
Commons Math,org.apache.commons.math3.random,ISAACRandom,30,992,1,19,5,124,2,21,1,12
Commons Math,org.apache.commons.math3.random,RandomDataGenerator,205,769,28,72,43,167,21,67,3,35
Commons Math,org.apache.commons.math3.random,AbstractRandomGenerator,35,169,5,17,7,40,5,17,1,10
Commons Math,org.apache.commons.math3.random,SynchronizedRandomGenerator,15,40,0,0,6,12,3,9,3,9
Commons Math,org.apache.commons.math3.random,StableRandomGenerator,80,170,5,19,9,31,4,10,0,2
Commons Math,org.apache.commons.math3.random,Well19937c,0,180,0,0,0,26,0,5,0,5
Commons Math,org.apache.commons.math3.random,Well19937a,7,157,0,0,2,22,1,4,1,4
Commons Math,org.apache.commons.math3.random,GaussianRandomGenerator,0,10,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.random,UnitSphereRandomVectorGenerator,0,66,0,4,0,16,0,5,0,3
Commons Math,org.apache.commons.math3.random,Well44497a,15,161,0,2,4,22,2,4,2,3
Commons Math,org.apache.commons.math3.random,Well44497b,7,185,0,2,2,26,1,5,1,4
Commons Math,org.apache.commons.math3.random,MersenneTwister,18,476,1,27,6,70,2,21,1,8
Commons Math,org.apache.commons.math3.random,CorrelatedRandomVectorGenerator,50,103,3,7,12,19,4,7,2,4
Commons Math,org.apache.commons.math3.random,EmpiricalDistribution.DataAdapter,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math3.random,RandomAdaptor,22,53,4,2,7,16,5,12,3,11
Commons Math,org.apache.commons.math3.random,Well1024a,7,130,0,0,2,20,1,4,1,4
Commons Math,org.apache.commons.math3.random,RandomDataImpl,144,54,0,0,29,14,25,9,25,9
Commons Math,org.apache.commons.math3.random,EmpiricalDistribution.StreamDataAdapter,0,79,0,4,0,23,0,5,0,3
Commons Math,org.apache.commons.math3.random,AbstractWell,0,241,0,8,0,39,0,11,0,7
Commons Math,org.apache.commons.math3.random,Well512a,15,117,0,0,4,17,2,3,2,3
Commons Math,org.apache.commons.math3.random,EmpiricalDistribution.ArrayDataAdapter,0,67,0,4,0,14,0,5,0,3
Commons Math,org.apache.commons.math3.random,JDKRandomGenerator,31,8,2,0,6,3,2,2,1,2
Commons Math,org.apache.commons.math3.random,EmpiricalDistribution,48,750,8,42,18,149,14,50,6,33
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},27,67,2,3,3,12,3,3,1,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},0,16,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new MultivariateDifferentiableFunction() {...},32,127,3,11,4,22,4,6,1,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableMultivariateFunction() {...},6,16,0,0,1,3,1,3,1,3
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new MultivariateDifferentiableVectorFunction() {...},27,152,3,13,3,26,3,8,0,3
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableMultivariateVectorFunction() {...},0,16,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new MultivariateFunction() {...},0,45,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,24,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,16,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,16,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.18.new MultivariateMatrixFunction() {...},0,80,0,6,0,14,0,5,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.16.new MultivariateFunction() {...},65,0,4,0,9,0,4,0,2,0
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.16.new MultivariateVectorFunction() {...},0,66,0,4,0,13,0,4,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.6.new UnivariateFunction() {...},38,0,2,0,5,0,3,0,2,0
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},32,0,2,0,6,0,4,0,3,0
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,33,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.3.new UnivariateFunction() {...},42,0,2,0,7,0,3,0,2,0
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,27,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},21,27,2,2,4,5,2,3,1,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,33,0,2,0,5,0,3,0,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},27,33,2,2,4,5,2,3,1,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},27,33,2,2,4,5,2,3,1,2
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},38,0,2,0,6,0,4,0,3,0
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},38,0,2,0,6,0,4,0,3,0
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.9.new UnivariateFunction() {...},56,0,6,0,9,0,5,0,2,0
Commons Math,org.apache.commons.math3.analysis,FunctionUtils,15,145,0,6,3,27,3,21,3,18
Commons Math,org.apache.commons.math3.analysis,FunctionUtils.14.new UnivariateFunction() {...},0,25,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableFunction() {...},0,82,0,4,0,9,0,5,0,3
Commons Math,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableVectorFunction() {...},0,120,0,10,0,16,0,8,0,3
Commons Math,org.apache.commons.math3.analysis.differentiation,DerivativeStructure,0,1723,2,68,0,300,2,114,0,81
Commons Math,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableMatrixFunction() {...},0,156,0,14,0,18,0,10,0,3
Commons Math,org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,0,248,0,14,0,42,0,15,0,8
Commons Math,org.apache.commons.math3.analysis.differentiation,DSCompiler,6,3566,1,285,2,555,1,190,0,48
Commons Math,org.apache.commons.math3.analysis.differentiation,DerivativeStructure.new Field() {...},0,34,0,0,0,4,0,4,0,4
Commons Math,org.apache.commons.math3.analysis.differentiation,GradientFunction,0,68,0,4,0,14,0,4,0,2
Commons Math,org.apache.commons.math3.analysis.differentiation,DerivativeStructure.DataTransferObject,0,22,0,0,0,6,0,2,0,2
Commons Math,org.apache.commons.math3.analysis.differentiation,JacobianFunction,0,82,0,6,0,15,0,5,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateOptimizer,0,56,0,6,0,15,0,8,0,5
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,GoalType,0,24,0,0,0,3,0,1,0,1
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultiStartMultivariateOptimizer.new Comparator() {...},11,31,5,3,2,7,4,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,ObjectiveFunctionGradient,0,9,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter,21,165,2,16,2,26,2,11,0,4
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionPenaltyAdapter,29,159,3,17,3,26,3,9,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.LowerUpperBoundMapper,0,27,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.LowerBoundMapper,0,18,0,0,0,5,0,3,0,3
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.NoBoundsMapper,0,4,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,GradientMultivariateOptimizer,0,42,1,3,0,10,1,5,0,4
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.UpperBoundMapper,0,20,0,0,0,5,0,3,0,3
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,MultiStartMultivariateOptimizer,0,41,0,0,0,11,0,5,0,5
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,LeastSquaresConverter,25,175,3,15,3,35,3,10,0,4
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar,ObjectiveFunction,0,9,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.geometry.partitioning,SubHyperplane.SplitSubHyperplane,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math3.geometry.partitioning,Side,0,44,0,0,0,5,0,1,0,1
Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.IntersectionMerger,0,23,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math3.geometry.partitioning,BSPTree,56,748,13,66,15,172,12,52,0,21
Commons Math,org.apache.commons.math3.geometry.partitioning,BoundarySizeVisitor,0,39,0,4,0,13,0,7,0,5
Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion,95,614,25,99,17,137,21,67,1,22
Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.new Comparator() {...},0,25,0,4,0,4,0,4,0,2
Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.new BSPTreeVisitor() {...},0,20,0,2,0,6,0,5,0,4
Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.BoundaryBuilder,4,189,5,23,1,39,5,14,0,4
Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.UnionMerger,0,23,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.XorMerger,0,24,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractSubHyperplane,9,130,2,6,0,29,2,11,0,9
Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory,26,191,8,10,4,38,6,11,0,8
Commons Math,org.apache.commons.math3.geometry.partitioning,BoundaryAttribute,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.DifferenceMerger,0,38,0,6,0,9,0,5,0,2
Commons Math,org.apache.commons.math3.geometry.partitioning,Region.Location,0,34,0,0,0,4,0,1,0,1
Commons Math,org.apache.commons.math3.geometry.partitioning,RegionFactory.NodesCleaner,0,13,0,0,0,5,0,4,0,4
Commons Math,org.apache.commons.math3.geometry.partitioning,BSPTreeVisitor.Order,0,64,0,0,0,7,0,1,0,1
Commons Math,org.apache.commons.math3.geometry.partitioning,AbstractRegion.Sides,0,23,0,0,0,10,0,5,0,5
Commons Math,org.apache.commons.math3.ode.sampling,DummyStepHandler,6,0,0,0,4,0,4,0,4,0
Commons Math,org.apache.commons.math3.ode.sampling,AbstractStepInterpolator,108,631,9,25,18,168,11,32,2,24
Commons Math,org.apache.commons.math3.ode.sampling,StepNormalizer,19,268,1,33,5,60,3,23,2,7
Commons Math,org.apache.commons.math3.ode.sampling,StepNormalizerBounds,0,69,0,0,0,11,0,4,0,4
Commons Math,org.apache.commons.math3.ode.sampling,NordsieckStepInterpolator,27,386,11,27,7,80,12,17,1,9
Commons Math,org.apache.commons.math3.ode.sampling,DummyStepHandler.LazyHolder,6,0,0,0,1,0,1,0,1,0
Commons Math,org.apache.commons.math3.ode.sampling,StepNormalizerMode,0,24,0,0,0,3,0,1,0,1
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Line.LineTransform,7,225,1,1,1,30,1,4,0,4
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,SubLine,0,349,0,32,0,59,0,25,0,9
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Line,86,412,3,13,20,58,7,28,5,22
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Vector2DFormat,100,0,4,0,23,0,11,0,9,0
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Euclidean2D.LazyHolder,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Euclidean2D,4,4,0,0,2,2,2,2,2,2
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.Edge,0,76,0,0,0,21,0,7,0,7
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.SegmentsBuilder,4,105,2,10,0,25,2,10,0,6
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.Vertex,0,79,0,6,0,24,0,11,0,8
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet,258,712,27,92,39,162,23,49,2,10
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,PolygonsSet.ComparableSegment,49,58,7,1,8,8,6,3,2,3
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Vector2D,502,64,26,0,75,14,45,5,32,5
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,Segment,14,97,2,2,3,16,2,5,0,5
Commons Math,org.apache.commons.math3.geometry.euclidean.twod,NestedLoops,269,0,28,0,59,0,20,0,6,0
Commons Math,org.apache.commons.math3.stat.descriptive,MultivariateSummaryStatistics,0,742,8,36,0,145,8,50,0,36
Commons Math,org.apache.commons.math3.stat.descriptive,AggregateSummaryStatistics.AggregatingSummaryStatistics,36,22,8,0,8,8,6,2,2,2
Commons Math,org.apache.commons.math3.stat.descriptive,SynchronizedDescriptiveStatistics,6,73,0,0,3,28,1,14,1,14
Commons Math,org.apache.commons.math3.stat.descriptive,DescriptiveStatistics,157,681,3,19,22,139,4,57,2,48
Commons Math,org.apache.commons.math3.stat.descriptive,AbstractStorelessUnivariateStatistic,7,111,1,17,1,24,1,15,0,7
Commons Math,org.apache.commons.math3.stat.descriptive,AbstractUnivariateStatistic,114,184,16,28,17,34,14,19,3,8
Commons Math,org.apache.commons.math3.stat.descriptive,SynchronizedSummaryStatistics,75,71,0,0,30,28,14,22,14,22
Commons Math,org.apache.commons.math3.stat.descriptive,SummaryStatistics,95,832,18,40,28,164,27,41,9,30
Commons Math,org.apache.commons.math3.stat.descriptive,AggregateSummaryStatistics,78,256,10,14,15,56,15,14,5,12
Commons Math,org.apache.commons.math3.stat.descriptive,StatisticalSummaryValues,0,225,5,11,0,45,5,14,0,11
Commons Math,org.apache.commons.math3.stat.descriptive,SynchronizedMultivariateSummaryStatistics,0,104,0,0,0,41,0,31,0,31
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,SimplexOptimizer,4,151,3,19,1,36,3,14,0,6
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,NelderMeadSimplex,10,408,1,31,3,82,2,23,1,8
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.DoubleIndex,36,15,6,0,7,5,5,2,2,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,BOBYQAOptimizer.PathIsExploredException,12,0,0,0,2,0,1,0,1,0
